name,id,gender
Abbas Kiarostami,119294,0
Mervyn LeRoy,9054,2
Lloyd Bacon,21305,2
Edward H. Griffith,253066,2
Dudley Murphy,1021585,0
Franco Rosso,225506,2
Carl Theodor Dreyer,11572,2
Paddy Wivell,1119073,0
Jean Renoir,11528,2
Franklin J. Schaffner,13265,2
Alfred L. Werker,81930,2
Chris Moore,6627,2
John Guillermin,6778,2
Jules Dassin,14227,0
Ernesto Cabellos,1088277,0
Harry Kümel,135335,2
Reha Erdem,46054,0
Vincent Monnikendam,1090944,0
Bill Plympton,126125,0
Meghan Eckman,550690,0
Jorge Michel Grau,557880,0
Robert Bresson,10346,2
Louis Malle,15389,2
Christian Petzold,2332,2
Benjamin Heisenberg,73579,2
Masayuki Suo,68707,0
Sasa Gedeon,588935,0
Amat Escalante,56375,0
Åke Sandgren,91565,0
Athina Rachel Tsangari,236884,0
Kira Muratova,257628,0
Lee Yoon-ki,84722,0
Hong Sang-soo,150975,2
Manoel de Oliveira,81749,0
Max Ophüls,14353,0
Deborah Chow,928830,0
Boris von Sychowski,69219,0
Denis Villeneuve,137427,2
David Carson,2380,2
Mike Robe,82618,2
King Vidor,29962,2
Gene Kelly,13294,2
Timo Koivusalo,108847,0
Ere Kokkonen,116155,2
Michael Laughlin,97355,2
Paco Cabezas,79279,2
Stephen Tolkin,76240,2
Ralph Hemecker,109537,2
Krzysztof Zanussi,591273,2
Sean McNamara,129952,2
Luke Greenfield,65734,2
,,
T. Michael Conway,87966,0
Béla Tarr,85637,2
Paul Feig,116805,2
Scott Stewart,116357,0
Rod Holcomb,39460,2
Barry Levinson,8246,2
Danny Pang,21905,2
Oxide Pang Chun,31033,2
Detlev Buck,5844,2
Michael D. Sellers,59975,2
Florent-Emilio Siri,1011158,0
Jodie Foster,1038,1
Jean-Luc Godard,3776,2
H. Bruce Humberstone,87700,2
Lewis Milestone,2000,0
Michael Curtiz,4109,0
Mitchell Leisen,108914,2
Ishirô Honda,18598,0
Motoyoshi Oda,18603,0
Robert Lieberman,27146,2
Rob Marshall,17633,2
Woody Allen,1243,2
Luc Dardenne,45138,2
Jean-Pierre Dardenne,56209,2
Lee Jeong-Beom,144590,0
Nicholas Ray,2765,0
William Dieterle,49214,0
Terrence Malick,30715,2
Alex March,19473,2
Douglas Sirk,46712,2
John Sturges,14520,2
Chris J. Ford,1335325,0
Ulli Lommel,10620,2
Todd Phillips,57130,2
Dany Boon,37627,2
Mitchell Leisen,108914,2
Edgar Selwyn,253544,2
Anatole Litvak,37361,2
Johan Grimonprez,223876,0
Janet Grillo,981854,1
Jonathan auf der Heide,107470,2
Conor Horgan,1074623,0
Mohamed Al Daradji,225005,0
Dylan Avery,89766,0
Michael A. Pierce,66708,2
Matt Eskandari,231705,0
Alex Merkin,91614,0
Bela Negi,1541353,0
Florian Gallenberger,46680,0
Peter Rodger,131652,0
Ishirô Honda,18598,0
Seiji Tani,30468,0
Kate Davis,223276,0
David Heilbroner,947525,2
Michael Patrei,1122367,0
Maurice Elvey,104727,2
Huck Botko,120246,2
Andrew Gurland,120247,2
Grzegorz Królikiewicz,1138216,0
Wim Wenders,2303,2
Ken Wiederhorn,92851,0
Carol Reed,15378,2
Jean-Jacques Beineix,37451,2
Andy Abrahams Wilson,103686,2
Manoel de Oliveira,81749,0
Christian E. Christiansen,143079,2
Andrea Bianchi,68662,0
Sadao Yamanaka,909996,0
Raúl Ruiz,121585,2
Steve Sekely,94069,2
Kim Ki-young,1043312,0
Barbara Loden,123012,1
Manoel de Oliveira,81749,0
Ronald Bronstein,227565,2
Alain Guiraudie,238384,2
Rowland V. Lee,30146,2
Chantal Akerman,130030,1
Benedek Fliegauf,227936,2
Alain Guiraudie,238384,2
João César Monteiro,257772,2
Justus von Dohnányi,5646,2
Christian Alvart,54559,2
Pedro Costa,256841,2
Mia Hansen-Løve,222686,0
Andrea Štaka,65061,0
David Schwimmer,14409,2
Richard Brandes,92559,2
Clarence Brown,84034,2
Ingmar Bergman,6648,2
Ingmar Bergman,6648,2
Lawrence Trilling,134678,2
Agustí Vila,636517,0
Antoinette Beumer,226608,0
Ilkka Vanne,1123296,0
Cody Cameron,12095,2
Evan Oppenheimer,232019,2
Serge Bromberg,126750,0
Ruxandra Medrea,126759,0
Anders Anderson,129324,0
Vic Sarin,87121,2
Justin Johnson,995557,0
Aaron Marshall,995558,2
Erik Mauck,1037774,0
David Mackay,210872,2
Anatole Litvak,37361,2
Giuseppe Capotondi,128217,0
,,
Stephen Burke,130524,2
Joe Cornish,155531,2
Emilio Estevez,2880,2
Jiang Wen,77301,0
Carlo Ledesma,135479,0
Robert Kane Pappas,110285,0
Ellie Kanner,198612,0
J. Lee Thompson,18669,0
John Berry,94169,2
Richard Fleischer,2087,0
Jennifer Yuh Nelson,142312,1
Henri Verneuil,34580,2
Gregory La Cava,74659,2
blackANDwhite,1843623,0
Matthew Vaughn,957,2
Richard Ayoade,98103,2
Billy Chan,562290,0
Victor Saville,14860,0
Russell Rouse,58861,2
George Fitzmaurice,114337,2
Sidney Franklin,42060,2
Allan Dwan,93905,2
Alfred Santell,89683,2
,,
Don Roos,57579,2
Helmut Schleppi,301013,2
Nicolo Donato,234400,0
Elijah Drenner,559824,0
Lewis Milestone,2000,0
Claes Eriksson,141619,0
Gaston Biraben,228439,0
Dan Rush,133406,2
Matthew J. Pellowski,1058219,0
Simon Rumley,133403,2
Mike Mills,17439,2
J.J. Abrams,15344,2
Erik White,130687,2
Gary Lundgren,133426,2
Laura Poitras,220691,1
Barbara Albert,4645,1
Abolfazl Jalili,1179183,0
Ousmane Sembene,557134,0
Thierno Faty Sow,1033130,0
Christopher Wilcha,210161,0
Christoph Hochhäusler,73577,0
Kirby Dick,112588,2
Arnaud Desplechin,38883,2
Sergiu Nicolaescu,122740,0
Masahiro Shinoda,133518,2
Jean Eustache,53914,2
Adam Curtis,142618,2
Jim Finn,1058067,0
Anne-Marie Miéville,95058,0
Jaime Humberto Hermosillo,1044178,0
Amir Muhammad,1082759,0
Dziga Vertov,95111,2
Irving Cummings,129422,2
Zeki Demirkubuz,145518,0
Saverio Costanzo,148085,0
Donal MacIntyre,1058434,2
Elio Petri,95456,0
Daniel Lapaine,3072,2
Michael Goldbach,227839,2
Tapio Suominen,1364459,0
Rob Schneider,60949,2
Albert Dupontel,14606,2
Frank Borzage,14855,2
Margot Benacerraf ,937722,0
Forgács Péter,1173690,2
Ere Kokkonen,116155,2
Martin Campbell,10702,2
Ishirô Honda,18598,0
Ere Kokkonen,116155,2
Carles Bosch,226483,0
Sebastian Gutierrez,19656,2
Matthew O'Callaghan,61290,2
Theresa Cullen,76733,0
Carole Holliday,591940,0
Reinout Oerlemans,116188,2
Jerry Ciccoritti,1212571,0
Shari Springer Berman,72205,1
Robert Pulcini,72206,2
Aviva Kempner,1455472,0
Mark Waters,54050,2
Jake Kasdan,51851,2
John Rich,21452,2
Tyler Perry,80602,2
Henry Levin,39743,2
Allan Dwan,93905,2
Roy Rowland,46307,2
Richard Thorpe,70862,2
George Marshall,19093,2
Henry Hathaway,37360,0
Daniel Taradash,20600,2
Michael Bay,865,2
Tom Hanks,31,2
Michael McGowan,83415,2
David Gordon Green,64141,2
Whitney Ransick,1216753,0
Andy Mitton,138775,0
Jesse Holland,138776,0
Guy Green,67619,2
Harry Beaumont,145605,2
Harmon Jones,127678,2
Howard Hawks,11435,0
W.S. Van Dyke,32427,2
Rowland V. Lee,30146,2
Frank Lloyd,72061,2
John Schultz,79656,2
Brad Isaacs,129951,2
James M. Hausler,61877,0
Jacob Chase,131873,2
Christian J. Pinto,933301,0
Pál Fejős,544711,2
John Murray Anderson,1043334,2
Irving Cummings,129422,2
Antonio Negret,240735,2
Francesco Rosi,87267,2
Mark Rappaport,1077999,0
Sergio Sollima,39463,0
Wendy Jo Carlton,122673,1
Aprill Winney,1296822,0
Ai Lene Chor,1427467,0
Maria Gigante,1756286,0
Laura Lonigro,1756287,0
Amber Mohammad,1756288,0
Etta Worthington,1756290,0
Ere Kokkonen,116155,2
Habib Azar,232196,0
David De Vries,1827242,2
David Gregory,219783,2
Curtis Hanson,323,2
Nick Grinde,96608,2
David Burton,150639,2
Lee Rose,202122,1
Lee Friedlander,994163,0
,,
Liisa Helminen,222507,0
José Luis Guerin,133090,0
Ralf Westhoff,18927,0
Mikio Naruse,125690,0
Mikio Naruse,125690,0
,,
Jan Švankmajer,83784,2
Frank Borzage,14855,2
Gustav Deutsch,1013009,0
Alan Clarke,82714,2
Sam Taylor,143561,2
Francesco Rosi,87267,2
Jan Ruzicka,1309934,2
Michael Verhoeven,26595,2
Jean de Limur,1009360,2
Rick Popko,235783,0
Dan West,235784,0
John Luessenhop,97026,2
Tom Tykwer,1071,2
Ken Loach,15488,2
Gabriele Salvatores,55916,0
Zabou Breitman,54675,0
Alexander Korda,2490,2
Ere Kokkonen,116155,2
Ere Kokkonen,116155,2
John Korty,19744,2
Mikio Naruse,125690,0
Robert Guédiguian,5069,2
Toe Yuen,932291,0
Tony Hickman,1275989,0
K. Asher Levin,117883,0
Joseph Graham,146275,0
Frank Coraci,57370,2
Seth Gordon,71600,2
Sandy Collora,150193,2
David M. Rosenthal,104025,2
John Lasseter,7879,2
Brad Lewis,32532,2
Joseph Losey,39009,2
John Guillermin,6778,2
Priyadarshan,80387,2
Ken Russell,32327,2
Blake Edwards,1927,2
Michael Goi,236592,2
Simone North,556084,0
Clarence Brown,84034,2
John Waters,10367,2
Jean Renoir,11528,2
Harold S. Bucquet,33026,2
Fred Niblo,108106,2
John Carpenter,11770,2
Norman Taurog,82800,2
Stephanie Soechtig,126137,0
Jason Lindsey,126138,2
Andrew Rossi,550669,2
Mark Robson,19457,2
Gilbert Cates,119784,2
Walter Lang,80570,2
Irving Cummings,129422,2
Vanessa Gould,93814,0
,,
Daryl Wein,131870,2
Archie Mayo,81165,2
Dover Koshashvili,131925,0
Amanda Gusack,938649,1
Jeffrey Donovan,52886,2
Gary Nelson,47893,2
Bill Karn,121070,2
Cristiano Bortone,227239,0
Hong Sang-soo,150975,2
Florin Şerban,125281,0
Benoît Delépine,71929,2
Gustave de Kervern,71930,2
Frédéric Fonteyne,151166,0
Zeki Demirkubuz,145518,0
Vilgot Sjöman,133471,0
Lynne Stopkewich,1215282,0
Ferzan Ozpetek,72197,2
Nick Gomez,17278,2
John Carpenter,11770,2
Ermanno Olmi,27213,2
Cole S. McKay,9567,2
Susan Saladoff,550527,0
Charles Burnett,97755,2
Lee Chang-dong,96657,2
Bertrand Bonello,146438,2
Pierre Perrault,60893,0
Michel Brault,550175,2
Grzegorz Królikiewicz,1138216,0
Edward Dmytryk,64114,0
Károly Makk,923620,2
Jean-Luc Godard,3776,2
Hong Sang-soo,150975,2
Éric Rohmer,28615,2
Wolfgang Groos,147428,2
Gianni Amelio,128107,2
Robert Veze,1668641,0
Pen-Ek Ratanaruang,69991,2
Katsuhiro Ōtomo,185,2
Indra Kumar,105446,2
Andrew Beall,1262437,0
Frank Molieri,1262438,0
Abhinay Deo,231568,0
Jean Benoît-Lévy,1146132,0
,,
Ellen Seidler,121686,0
Megan Siler,121687,0
Kilian Manning,142571,0
Xavi Puebla,991950,2
,,
Clyde Geronimi,64864,2
Danny O'Connor,1735895,0
Joseph Sargent,15663,2
Ken Russell,32327,2
Thomas Bezucha,56789,2
Dana Adam Shapiro,82840,2
Paul Hoen,38692,2
Keith Cossrow,80992,0
Bennett Viseltear,80993,0
Nick Tomnay,550681,2
David Yates,11343,2
Rodman Flender,50719,2
Nicolas Winding Refn,21183,2
Alain Corneau,35927,2
Ingmar Bergman,6648,2
John Schlesinger,19304,2
Wayne Wang,39819,0
Joe Johnston,4945,2
Meiert Avis,1045480,0
John McNaughton,9200,2
Glenn Ficarra,56411,2
John Requa,56412,0
Carlos Sorin,87510,0
Richard Fleischer,2087,0
Ken Annakin,35318,2
Harold French,97212,0
Roy Goddard,1098435,0
Gerald O'Hara,1098436,0
Frank Borzage,14855,2
Tay Garnett,74878,2
Cecil B. DeMille,8636,2
Lone Scherfig,1176,1
Russ Parr,188162,2
Lori Petty,15309,1
Tyler Oliver,971918,0
,,
Peter Medek,366180,2
Richard Wallace,95723,2
Robert Stevenson,5834,2
,,
Arnold Laven,55692,2
John Michael McDonagh,65594,2
Leon Ford,84451,2
John Pogue,59328,0
Robert Stone,209972,2
Ragnar Bragason,118346,0
Stephen Anderson,227438,0
Don Hall,227439,2
Barry W. Blaustein,57328,2
Lucky McKee,51534,2
Vernon Zimmerman,237682,0
Metin Erksan,228610,2
F.W. Murnau,9076,2
Philippe Garrel,56207,2
Philippe Grandrieux,567750,2
Norman Foster,87459,2
Laura Gabbert,107195,1
Alex Zamm,88077,2
Claude Chabrol,19069,0
Wim Wenders,2303,2
Caroline Link,4522,1
Miklós Jancsó,137349,0
Valerio Zurlini,229418,0
Allan King,163190,2
Claude Chabrol,19069,0
Chang Cheh,99436,0
David Lean,12238,2
Pang Ho-cheung,58053,2
Franziska Meletzky,51193,1
Michelangelo Frammartino,226039,0
Samuel Fuller,26959,0
Catherine Breillat,6295,1
Pete Docter,12890,2
Roger Gould,74142,0
Robert Iscove,64815,2
Christopher Ray,97901,2
Anthony Asquith,32919,2
Raja Gosnell,1215,2
Scott Owen Moore,1668446,0
Rodrigo Cortés,95320,0
Elia Kazan,2746,2
Simon Wincer,18254,0
,,
Kevin Munroe,19499,2
Safy Nebbou,72248,0
Stephen K. Bannon,223736,2
Martha Fiennes,96854,0
Will Gluck,82511,2
Theo Angelopoulos,10316,2
Dušan Trančík,138064,0
James Toback,56381,2
Frank Capra,2662,0
Eric Mendelsohn,115226,2
Ed Gass-Donnelly,557179,2
George Sherman,94096,2
Leo McCarey,30008,2
Emilio Aragón,587928,0
Bruno Barreto,69719,2
Katherine Brooks,84515,1
Andrew Cull,142951,2
Steve Isles,142952,0
Julián Hernández,88309,0
Ben Gluck,61970,2
Anthony Bell,131242,2
Hall Bartlett,543946,2
Henry King,37362,2
Jeff Conaway,8894,2
Charles Jarrott,29646,2
Christopher Coppola,33139,2
Gilbert Cates,119784,2
Norman Z. McLeod,82389,2
Busby Berkeley,95293,2
Tay Garnett,74878,2
Andrew Lau,65994,0
Mervyn LeRoy,9054,2
William Dieterle,49214,0
Elliott Lester,119406,0
Norman Z. McLeod,82389,2
Simon Rumley,133403,2
Bethany Rooney,121767,1
David Lynch,5602,2
Miguel Gomes,150512,2
Andrei Ujica,550225,0
Raúl Ruiz,121585,2
Hong Sang-soo,150975,2
Frederick Wiseman,138006,2
Clay Weiner,1039433,0
Claude Autant-Lara,37770,2
Ousmane Sembene,557134,0
Antonio Naharro,226720,0
Álvaro Pastor,226721,0
Masahiro Shinoda,133518,2
Willard Huyck,686,2
Gloria Katz,687,1
Rupert Hughes,565483,0
Na Hong-jin,1296119,2
Fred Niblo,108106,2
Daniele Luchetti,59911,2
Silvio Soldini,7554,2
Luis Buñuel,793,2
Emmanuel Mouret,65569,0
Lee Kang-Sheng,71171,2
Johan van der Keuken,1087383,2
Pauly Shore,64998,2
G.W. Pabst,13899,2
Lucas Belvaux,25854,2
Sergei Bodrov,130938,0
Youssef Chahine,20023,2
Andrzej Wajda,2801,2
José Luis Cuerda,19842,2
Thorold Dickinson,253716,2
Danièle Thompson,1963,1
Jesse Peretz,130816,0
William K.L. Dickson ,110347,0
Maya Deren,96813,1
Cherel Ito,120957,0
Teiji Ito,995589,0
Yasemin Samdereli,578511,1
Dror Shaul,68067,0
Martin Scorsese,1032,2
Kent Jones,1041420,2
,,
Francis Ford Coppola,1776,2
Marc Forby,59923,2
Godfrey Reggio,68993,2
Jonathan Demme,16294,2
Craig McKay,4869,2
Bob Balaban,12438,2
Ted Demme,34849,2
Abel Ferrara,39104,2
Julie Dash,142603,0
Alison Maclean,157879,1
Seth Zvi Rosenfeld,1032175,0
Patricia Benoit,1166376,0
Lucas Platt,1382436,0
Roel Reiné,97555,2
Assaf Bernstein,140192,0
Alexandra Lipsitz,88711,0
Charles Binamé,93136,2
Michael Rapaport,4688,2
Pascal Rabaté,145823,0
Andy de Emmony,109544,2
Richard Thorpe,70862,2
Joseph H. Lewis,86004,0
Rupert Wyatt,77357,0
Azazel Jacobs,145130,2
John Sturges,14520,2
John G. Avildsen,16513,2
W.S. Van Dyke,32427,2
William Castle,12011,2
Jimmy T. Murakami,67268,0
Rupert Glasson,111413,2
Forest Whitaker,2178,2
Mika Kemmo,994254,0
Pasi Kemmo,994255,0
Maurice Schwartz,1053958,0
David Dobkin,42994,2
Nicolás Entel,136868,0
Joaquín Luis Romero Marchent,103984,2
Rod Hardy,29078,2
Tate Taylor,55789,2
Ruben Fleischer,91268,2
Edith Carlmar,224715,0
Leo McCarey,30008,2
F. Richard Jones,150176,2
Curtis Bernhardt,33062,0
Blake Edwards,1927,2
Norman Z. McLeod,82389,2
Kevin Tancharoen,101518,2
Jacob Tierney,93396,2
Jérôme Salle,69987,2
William A. Seiter,108987,2
David Butler,76381,2
Marilyn Agrelo,229374,1
Shinsuke Sato,144536,2
Takashi Miike,17282,0
Stephen Chow,57607,2
Lee Lik-Chi,118355,2
Mitchell Leisen,108914,2
Margarethe von Trotta,39298,1
Gereon Wetzel,928591,2
Jean Becker,37633,2
Gregor Schnitzler,42457,2
Steven Quale,93214,2
Nicholas Fackler,989831,2
Robert Redford,4135,2
Todd Strauss-Schulson,222470,2
Luis Buñuel,793,2
Sergiu Nicolaescu,122740,0
Richard E. Cunha,31308,0
Norman Foster,87459,2
Norman Foster,87459,2
Yasujirō Ozu,95501,0
Ferzan Ozpetek,72197,2
Nobuhiko Ôbayashi,132305,2
Darezhan Omirbayev,589264,0
Caroline Bottaro,556165,1
George Schnéevoigt,1017712,0
Richard Friedenberg,4137,2
Pablo Trapero,56210,2
Robert Rodriguez,2294,2
João César Monteiro,257772,2
Emir Kusturica,15254,0
Yasujirō Ozu,95501,0
Yasujirō Ozu,95501,0
Ken Annakin,35318,2
Bo Widerberg,96934,2
Benedek Fliegauf,227936,2
Yorgos Noussias,507728,0
Troy Nixey,135601,2
Craig Gillespie,50767,0
Mike Cahill,45459,2
Shūji Terayama,137495,0
Kari Väänänen,122402,0
Aki Kaurismäki,16767,0
Spencer Susser,131521,2
,,
Adrián Caetano,230217,2
D.A. Pennebaker,21113,2
Roar Uthaug,87877,2
Martin Scorsese,1032,2
Jim Mickle,87082,2
Morgan Spurlock,57492,2
Herbert Ponting,931420,0
John Madden,18844,0
Olivier Megaton,75035,2
Richard Press,213611,0
Alan Bridges,190495,2
Martin Scorsese,1032,2
Heidi Ewing,19003,0
Rachel Grady,19006,0
Morgan Spurlock,57492,2
Seth Gordon,71600,2
Alex Gibney,71797,2
Eugene Jarecki,84369,2
James Bai,113302,0
Waris Hussein,44726,2
Norman Z. McLeod,82389,2
Anthony Mann,40199,2
Phil Karlson,29907,2
Pedro Almodóvar,309,2
Martin Barnewitz,141045,2
Nils Malmros,121516,0
Pietro Germi,95040,0
Fernando Fragata,1045477,0
David Ondaatje,230353,2
Jay Anania,239912,0
,,
,,
Jacob Tierney,93396,2
Jim Strouse,52413,2
Marcus Nispel,29922,2
Omar Naim,68020,0
Joe Nussbaum,54597,2
Alex Gibney,71797,2
Alison Ellwood,139847,1
Michael Polish,41887,2
Gilles Paquet-Brenner,144519,2
Velcrow Ripper,985013,0
Zachary Levy,148086,0
James Keach,408,2
Wesley Barry,1004150,0
Wong Jing,548474,2
Mark Young,87183,2
Tsai Ming-liang,71174,2
Michel Brault,550175,2
Stephen Roberts,99346,2
James Marsh,76998,2
Mervyn LeRoy,9054,2
Christopher Menaul,68774,2
William Dear,56506,2
Serge Rodnunsky,71696,2
James Nguyen,123695,2
Ermanno Olmi,27213,2
Jim Wilson,7847,2
János Szász,140027,0
Jaap van Heusden,231720,2
David Hare,8403,2
Ben Palmer,1218992,0
Jud Taylor,117865,0
Arturo Ripstein,532227,0
Allan King,163190,2
Miranda July,16860,1
André Calmettes,1121179,0
James Keane,1605315,2
Andrew Birkin,2355,2
Taylor Hackford,18596,0
Lothar Mendes,138144,2
Steve James,122449,2
Emeric Pressburger,37846,2
Michael Powell,68424,2
Kevin Smith,19303,2
Eliseo Subiela,81116,2
Raymond Bernard,548728,2
Raymond Bernard,548728,2
Fatih Akin,5125,2
Sebastián Borensztein,81157,2
Andy Wolk,115447,2
David Denneen,77698,0
Chris Weitz,3288,0
Rashane Limtrakul,94268,0
Max Winkler,213614,2
Mark Ruffalo,103,2
Michael Greenspan,571473,2
Jan Halldoff,1102063,0
Cameron Crowe,11649,2
Douglas McGrath,32983,2
Renato Castellani,20877,2
John Farrow,50300,2
Jean Negulesco,19606,2
Philip Leacock,40184,2
Otto Preminger,834,2
Ernst Lubitsch,2428,2
Henry Levin,39743,2
Lau Lauritzen Jr.,579183,2
Bodil Ipsen,1140106,0
David R. Ellis,4755,2
Pierre Salvadori,51116,2
Steven Soderbergh,1884,2
Nanni Moretti,69488,2
Mitchell Leisen,108914,2
William Lustig,44765,2
Julia Leigh,239404,0
Emilio Fernández,8259,2
William Cameron Menzies,11489,2
Rod Lurie,21526,2
Bennett Miller,5345,2
Yony Leyser,139347,0
Paco Cabezas,79279,2
John D. Lamond,223520,2
Lewis Seiler,84641,2
Joe Cross,567558,0
Kurt Engfehr,567559,0
Tim Whelan,71788,2
Joe May,100593,2
Aki Kaurismäki,16767,0
Susan Morgan Cooper,1095434,0
Jon Hewitt,188897,0
Lina Chamie,1264208,0
David Chung,65961,0
Zoya Akhtar,80386,0
Gus Van Sant,5216,2
Peter Mullan,3064,2
Sion Sono,67075,2
Nick Whitfield,213316,0
Dan Povenmire,104644,2
Robert Hughes,1447210,2
Richard Fleischer,2087,0
Stephen Kijak,107168,2
Robert Bresson,10346,2
Francesco Barilli,240888,0
Wim Wenders,2303,2
João César Monteiro,257772,2
Freddie Francis,5629,2
Frank Ripploh,113764,0
Dorota Kędzierzawska,583394,0
Pierre Jolivet,21504,2
Michel Deville,39243,0
Pier Paolo Pasolini,5970,2
Vittorio De Sica,12329,2
Luchino Visconti,15127,0
Franco Rossi,25317,2
Mauro Bolognini,227520,2
Barbet Schroeder,23393,2
Fred Cavayé,77008,2
Indra Kumar,105446,2
Luiz Villaça,394873,0
Urszula Antoniak,133932,1
Jonathan English,83730,2
Andrew Marton,57142,0
David Higby,108659,0
José Luis Guerin,133090,0
Carla Garapedian,936763,0
Ritwik Ghatak,543652,2
Wesley Ruggles,21311,2
John N. Carter,1147000,0
Hiroshi Shimizu,233660,2
Jon Jones,120930,2
Charles Crichton,8929,2
Nikos Nikolaidis,17582,2
Gustav Deutsch,1013009,0
Pedro Costa,256841,2
Gerrard Verhage,43630,0
Paula van der Oest,587376,0
Andrew Thomas Hunt	,136972,0
Stevan Mena,151017,0
Adam Wingard,98631,2
Leopold Lindtberg,221879,2
František Čáp,49243,2
Krisztina Goda,125681,0
James P. Hogan,117691,0
Fernando E. Solanas,71353,0
Joss Whedon,12891,2
Roy Del Ruth,94218,2
Tomas Alfredson,74396,2
Asghar Farhadi,229931,2
David Cronenberg,224,2
Frank Borzage,14855,2
Douglas Sirk,46712,2
Joseph H. Lewis,86004,0
Joseph Losey,39009,2
Chetan Anand,1023779,2
Gavin O'Connor,77003,2
Mike Ott,932637,2
Rachel Goldenberg,110876,0
Howard Hawks,11435,0
Joseph Losey,39009,2
Erle C. Kenton,29755,0
Walter Lang,80570,2
George Clooney,1461,2
Yves Allégret,38072,2
Rafael E. Portas,240815,0
,,
William A. Wellman,14643,2
László Kardos,103343,0
Frank Borzage,14855,2
Ben Wheatley,137467,2
Gary McKendry,141688,0
Robert Davi,2055,2
Liz Garbus,96199,1
Parmeet Sethi,85696,2
Roger Nygard,63983,0
Evan Glodell,228274,2
Jonathan Levine,56661,2
Adrian Shergold,84737,2
David Worth,22012,2
John Doyle,150732,2
Lee Sholem,97573,2
Ray Dennis Steckler,138076,2
Béla Tarr,85637,2
Ágnes Hranitzky,107858,1
Victor Ginzburg,1119795,0
Nuri Bilge Ceylan,56214,2
Michel Hazanavicius,67717,2
Zabou Breitman,54675,0
Brigitte Roüan,76904,1
Rainer Werner Fassbinder,2725,2
Stephen Surjik,56155,2
Jan Fehse,60353,0
Michael Barnett,564272,0
Peter Glenville,86659,2
Robert Hartford-Davis,97570,2
Jacqueline Audry,239378,0
Hiroshi Shimizu,233660,2
Ruairi Robinson,90508,0
Ruben Östlund,56370,2
Aleksey German,270361,0
Ann Hui,123199,1
Andrei Tarkovsky,8452,2
Aleksandr Gordon,228172,0
Sergei Parajanov,95066,0
Melville Shavelson,16745,2
Jules Bass,16410,2
"Arthur Rankin, Jr.",16411,2
Cecil B. DeMille,8636,2
Hiroshi Shimizu,233660,2
S. Shankar,91552,2
Adam Curtis,142618,2
Ulrich Seidl,40506,2
Bernard Émond,120565,2
Bartosz Konopka,1089399,2
Maryam Keshavarz,549971,1
Fernando Di Leo,49892,0
Ernie Barbarash,5917,0
Matt Osterman,500061,2
Oskar Jónasson,265460,0
Grímur Hákonarson,938618,0
Donald Cammell,95462,2
Fernando Di Leo,49892,0
Park Chul-soo,105617,2
Gerardo Naranjo,238137,2
Abbas Kiarostami,119294,0
Abbas Kiarostami,119294,0
Lucio Fulci,29433,2
Ho Meng-Hua,1042634,2
Jeff Nichols,71872,2
Raúl Ruiz,121585,2
David Robert Mitchell,558929,2
Raúl Ruiz,121585,2
Monte Hellman,20921,2
Don Barton,1066940,0
Arnold Stevens,1066942,0
Jim Kohlberg,238445,0
Abbas Kiarostami,119294,0
Abbas Kiarostami,119294,0
Thomas Bornot,1354573,0
Abbas Kiarostami,119294,0
David Butler,76381,2
Alan Rudolph,72427,2
Henry Koster,33064,2
John Cromwell,31497,2
Larry Peerce,51373,2
Henri Verneuil,34580,2
Enrique Urbizu,1026261,0
Tom Provost,66037,2
Matthew Parkhill,307791,0
László Kardos,103343,0
Maurice Cloche,1065687,0
Norman Taurog,82800,2
Antonio Hernández,78996,0
Frank Launder,14293,2
Rasoul Sadrameli,1181144,0
Patrice Leconte,37626,2
Duccio Tessari,99511,0
James Algar,5690,2
Jake Rademacher,966170,0
Mohsen Makhmalbaf,120226,0
Radu Jude,588822,2
Astra Taylor,112206,0
Cass Paley,1081485,0
Joël Séria,223502,0
Hideo Gosha,125085,2
Hiroshi Teshigahara,96801,2
Michael Glawogger,801,2
Shawn Levy,17825,2
Sean MacGregor,1076174,0
Ed Radtke,48502,0
Joshua Safdie,129561,2
Antonín Moskalyk,1055311,0
Janusz Majewski,591269,2
Jules Bass,16410,2
Sid Smith,1034751,0
Ron Field,1156708,0
Cindy Meehl,550684,1
Tim Fehlbaum,568692,2
Peter Lindmark,55884,2
Arnaud Viard,232764,2
Sergey Loznitsa,543674,2
John E. Bryant,939590,2
Erwin Keusch,221362,2
Christian Weisenborn,1044732,0
Werner Herzog,6818,2
Matti Ijäs,151083,0
Andrzej Wajda,2801,2
Germaine Dulac,997694,1
Aida Begić,1083121,0
Trent Cooper,130822,2
Sergei Gerasimov,624719,2
Jacqueline Audry,239378,0
Peter B. Hutton,1093719,0
Fritz Lang,68,2
Malcolm St. Clair,143998,2
Mario Caserini,936463,0
Alex Gibney,71797,2
Craig Brewer,53267,2
Matthijs van Heijningen Jr.,1692687,2
Greg Olliver,147900,2
Wes Orshoski,147901,2
Shawn Ku,54614,0
U. Roberto Romano,232190,0
Paddy Considine,14887,2
Simon Verhoeven,18161,2
Piotr Szulkin,83263,2
Budd Boetticher,18574,2
Sean Durkin,527607,2
Lynne Ramsay,83287,1
Errol Morris,18533,2
William Beaudine,30833,2
Rich Cowan,39822,0
James Dodson,61848,2
Osvaldo Civirani,259027,2
Paul W.S. Anderson,4014,2
Andrew Niccol,8685,2
Jim Loach,206296,2
