name,id,gender
Paddy Breathnach,73282,2
Per Fly,126774,0
Per Fly,126774,0
Kim Ki-duk,1188,2
Ole Bornedal,22676,2
Ole Bornedal,22676,2
Pål Sletaune,7736,0
Rainer Werner Fassbinder,2725,2
Nicolas Klotz,545427,0
Michael Lehmann,7145,2
Shusuke Kaneko,46366,2
Mervyn LeRoy,9054,2
Andrew Black,82623,2
Budd Boetticher,18574,2
Steven Sawalich,94120,0
Brad Anderson,37948,2
Kirk De Micco,71267,2
Catherine Breillat,6295,1
Jonathan Demme,16294,2
Martin Wood,1214381,0
Zack Snyder,15217,2
Tom Clegg,96372,2
Adam Marcus,64743,2
Stuart Gillard,76418,2
Ari Sandel,991868,0
Michèle Ohayon,959211,1
Jeff Nichols,71872,2
Paul Soter,56253,2
Marc Levin,82286,2
Allen Baron,108727,2
Ric Roman Waugh,76422,2
Adam McKay,55710,2
Julian Jarrold,29226,2
Chris Carter,12524,2
Nanette Burstein,96439,1
James Marsh,76998,2
Neil Young,15425,0
Benjamin Johnson,1187591,0
Jules Bass,16410,2
"Arthur Rankin, Jr.",16411,2
Jim Kammerud,60725,2
Vadim Jean,70905,2
Vadim Jean,70905,2
Jim Mickle,87082,2
Li Yu,105697,1
Marc Schölermann,73588,0
Hideaki Anno,77921,2
Bruce McDonald,55189,2
Yoshimitsu Morita,225738,0
Rodrigo Plá,78880,2
Lucy Walker,34949,1
John Maybury,40307,2
Cecil B. DeMille,8636,2
Vladimir Bortko,82516,0
Christopher N. Rowley,126467,2
Aku Louhimies,87322,1
Rob Cohen,18878,2
Joshua Michael Stern,64139,2
Ryûhei Kitamura,45996,2
Courtney Hunt,64131,1
Paul Weiland,66548,2
Randall Miller,77121,2
Woody Allen,1243,2
Yasuhiro Aoki,113911,0
Hiroshi Morioka,221764,0
Jong-Sik Nam,930221,0
Toshiyuki Kubooka,1056311,0
Futoshi Higashide,1207951,0
Shoujirou Nishimi,1207953,0
Toyoo Ashida,57730,0
Julia Kwan,137576,0
Yasujirō Ozu,95501,0
John H. Lee,78866,2
John Frankenheimer,13776,2
Christophe Honoré,76910,2
Paul Schrader,1035,0
Sebastian Schipper,3702,0
Lee Chang-dong,96657,2
David Gordon Green,64141,2
John Woo,11401,2
Gene Wilder,3460,2
Tom Shankland,47724,2
Carlos Reygadas,20660,0
Brad Furman,144221,2
Cecilia Miniucchi,84352,0
Sanaa Hamri,64140,1
Larry Bishop,34721,2
Isabel Coixet,90,1
Tenney Fairchild,237384,0
Jon Reiss,78391,2
Gabylu Lara,1557688,0
Juraj Jakubisko,78001,0
Carlos Brooks,59432,2
Larry Cohen,19266,2
Kenny Ortega,65310,2
Ben Stiller,7399,2
Daniel Myrick,26849,2
Dave Filoni,71538,0
Mark Pellington,11676,2
José Luis Guerin,133090,0
Simon Hunter,77658,2
Chookiat Sakveerakul,81034,0
Ari Folman,56198,2
Tomas Alfredson,74396,2
Andrew Fleming,41549,2
Paul W.S. Anderson,4014,2
Fred Wolf,66563,2
Fred Durst,29783,2
Peter Cattaneo,57630,2
Patrick Creadon,116330,2
Alexandre Aja,59291,2
Claude Chabrol,19069,0
Ben Stassen,76100,2
Peter Askin,130750,2
Federico Fellini,4415,2
Alberto Lattuada,146793,2
John Frankenheimer,13776,2
Takashi Miike,17282,0
Grace Lee,108929,0
Henry Bean,30458,2
Víctor García,74661,2
Brett Leonard,57090,0
Shane Meadows,70520,2
Joel Coen,1223,0
Ethan Coen,1224,0
Jason Friedberg,35694,2
Aaron Seltzer,35734,2
Mathieu Kassovitz,2406,2
Jeffrey Nachmanoff,6047,2
Deb Hagan,77911,1
Tia Lessin,408353,0
Carl Deal,447616,2
Diane English,76230,1
Herbert Wise,79925,2
Tom Kuntz,579303,0
Mike Maguire,1172930,0
John Ford,8500,0
Dario Argento,4955,2
Frank Miller,2293,2
Tom Hooper,70500,2
John Ford,8500,0
Richard Attenborough,4786,2
Guillermo Arriaga,273,2
Fred Zinnemann,4065,0
Danny Pang,21905,2
Oxide Pang Chun,31033,2
Jason Todd Ipson,63088,2
Sidney J. Furie,64508,2
Claude Miller,18209,2
Chris Eska,983547,0
Wilson Yip,63571,2
Jesse V. Johnson,77295,2
Matti Grönberg,88912,0
Dee McLachlan,83284,0
Scott Z. Burns,19014,2
Zhang Yang,15156,0
S. Sylvan Simon,117773,2
Leigh Scott,30052,2
Daniel Sánchez Arévalo,34017,2
Jody Hill,54710,2
Eduardo Sánchez,26850,2
Jaime Marques,94215,0
Jon Avnet,18250,2
Neil LaBute,58689,2
Joe Menendez,145221,0
Aki Kaurismäki,16767,0
David Koepp,508,2
Emir Kusturica,15254,0
Jacob Thuesen,563909,0
Ulrich Seidl,40506,2
Lance Mungia,116653,0
Matías Bize,32166,2
Craig E. Serling,1795130,0
Gualtiero Jacopetti,109555,0
Paul Bartel,101377,2
Richard Rush,21806,2
Ingmar Bergman,6648,2
Darren Grodsky,964889,2
Danny Jacobs,1128397,2
Eric Red,54839,2
Christian Duguay,25735,2
Russell Mulcahy,52968,2
Yasujirō Ozu,95501,0
Paolo Mazzucato,119879,0
Ed Harris,228,2
Spike Lee,5281,2
José Alvarenga Jr.,112193,2
Andrei Tarkovsky,8452,2
Frank Sudol,61463,0
Aku Louhimies,87322,1
Sergio Rezende,109049,2
Michael Anderson,20412,2
Nikita Mikhalkov,82796,2
Konstantin Lopushanskiy,88782,0
D.J. Caruso,40256,2
Robert B. Weide,74159,0
Martin McDonagh,54472,2
George C. Wolfe,5369,2
Tony Richardson,32765,2
Peter Sollett,71548,2
Avi Nesher,95550,2
Howard Smith,15076,0
Sarah Kernochan,15149,1
Pascal Laugier,59611,0
Juzo Itami,69167,0
Mikio Naruse,125690,0
Jorge Fernando,937104,0
Lucky McKee,51534,2
Trygve Allister Diesen,103149,2
Saam Farahmand,1903872,0
Satyajit Ray,12160,2
Matteo Garrone,63973,2
Juzo Itami,69167,0
Griffin Dunne,2171,0
Rigoberto Castañeda,1180957,0
Saul Dibb,73460,2
Michael Roesch,40610,2
Peter Scheerer,40607,2
Peter Greenaway,30309,2
Hiroyuki Imaishi,109191,0
Jim McBride,15206,2
Jonathan Demme,16294,2
Ridley Scott,578,2
Gil Kenan,57193,2
Andrew O'Connor,62942,2
Stuart Paton,119672,0
Giuseppe Colizzi,18834,2
Tricia Regan,84866,0
John Moore,12028,2
Chris Smith,31654,2
Kevin Smith,19303,2
Oliver Stone,1152,2
Howard Deutch,26502,2
Ken Loach,15488,2
Gianfranco Parolini,37742,2
Charlie Kaufman,202,2
Henry Koster,33064,2
Stuart Rosenberg,13859,2
Gina Prince-Bythewood,71947,1
Marc Abraham,15219,2
David Zucker,12987,2
Andrey Zvyagintsev,68519,0
Dennis Gansel,52961,2
Daniel Cohen,77309,0
Wim Wenders,2303,2
Masaki Kobayashi,76978,0
Rodney McDonald,24508,2
Gurinder Chadha,6220,1
Tony Martin,966288,2
Tyler Perry,80602,2
Michael Henger,131608,0
Kari Juusonen,592701,0
John Erick Dowdle,77147,0
Shinji Sômai,545393,2
Louis Malle,15389,2
Yôji Yamada,72496,2
P.J. Pesce,64190,2
Gavin O'Connor,77003,2
Theo Avgerinos,74425,2
Gary Fleder,5501,2
Kenji Misumi,80702,0
Buichi Saito,1591592,2
Michael Vejar,31900,2
J. Michael Straczynski,33045,2
Sara Barnes,78106,0
Chukiat Sakveerakul,1044541,0
Guy Ritchie,956,2
Marc Rosenbush,111869,0
Kenny Ortega,65310,2
Leslie Arliss,125398,2
Michael Gordon,123401,0
Richard Thorpe,70862,2
Todd Komarnicki,52000,2
Dwayne Carey-Hill,53216,0
Nick Willing,107395,2
,,
Norman Taurog,82800,2
Eric Darnell,18863,2
Tom McGrath,18864,2
Andrey Kravchuk,81761,2
Cecil B. DeMille,8636,2
Fernando Meirelles,8557,2
Clint Eastwood,190,2
Hideshi Hino,142411,0
John Hillcoat,53333,2
Danny Boyle,2034,2
Marc Forster,12995,2
Madonna,3125,1
Ralph Thomas,21598,2
David Wain,22214,2
Lewis Seiler,84641,2
Vernon Keays,134804,2
Michel Gondry,201,2
Bong Joon-ho,21684,2
Leos Carax,27977,0
Yoshihiro Nishimura,112280,0
Veljko Bulajić,112391,2
Antti-Jussi Annila,72480,0
Julio Médem,16435,2
Mabrouk El Mechri,74924,2
Mikio Naruse,125690,0
Maja Classen,1153097,0
John Howley,587200,0
Robert Iscove,64815,2
Edward Bernds,34402,2
Michael Moore,17087,2
Takashi Miike,17282,0
Moacyr Góes,84157,0
Henry King,37362,2
John Ford,8500,0
Franklin J. Schaffner,13265,2
Marco Kreuzpaintner,5192,2
Daniel Fridell,113607,0
Juha Wuolijoki,213330,0
Su-chang Kong,79565,0
Daniel Burman,584335,2
Hideo Gosha,125085,2
Matthew Diamond,116370,2
Brian Henson,65298,2
David Hackl,2679,2
Arnaud Desplechin,38883,2
Rupert Harvey,35087,2
Eric Bross,60045,2
Sean Anders,74619,2
Malcolm D. Lee,72024,2
Susan Montford,34970,1
Pavel Lungin,126855,2
Raja Gosnell,1215,2
Bahman Ghobadi,54607,2
Edward Burns,12833,2
Wayne Coyne,76347,0
Bradley Beesley,76349,2
George Salisbury,76350,0
Eric Nazarian,1191376,0
Joshua Logan,86051,2
Matthias Glasner,61750,2
Kenji Misumi,80702,0
Johnnie To,25236,0
Hiroshi Teshigahara,96801,2
F. Richard Jones,150176,2
Donald Crisp,8841,0
Nuri Bilge Ceylan,56214,2
Mario Monicelli,32375,0
Luchino Visconti,15127,0
Seijun Suzuki,82461,2
Budd Boetticher,18574,2
Greg MacGillivray,90223,2
Andrew V. McLaglen,51875,2
Lee H. Katzin,19101,2
John Ford,8500,0
David DeCoteau,97618,2
Laurent Cantet,17386,2
John Ford,8500,0
Toby Wilkins,82939,0
Matthew Ogens,1094821,0
Jim VanBebber,933065,0
Lars Becker,66046,0
Baz Luhrmann,6201,2
Chris Williams,70238,2
Byron Howard,76595,2
Steve Sekely,94069,2
Gus Van Sant,5216,2
Tod Browning,1496,2
Catherine Hardwicke,19850,1
Tom Shankland,47724,2
Olivier Megaton,75035,2
Seth Gordon,71600,2
Mark Herman,55299,0
Jennifer Chambers Lynch,14800,1
Cristi Puiu,107533,0
Alex Kendrick,78040,2
Anthony Leondis,89112,0
Adam Mason,62342,2
Marco Brambilla,58838,2
Steve McQueen,72757,2
Darnell Martin,81727,1
Lexi Alexander,56359,0
Steve Wang,71300,0
Screaming Mad George,671520,0
Baillie Walsh,75570,0
Satyajit Ray,12160,2
Iosif Kheifits,1118019,0
Roscoe 'Fatty' Arbuckle,89602,2
Gary Trousdale,62047,2
Louis Malle,15389,2
Leni Riefenstahl,10139,1
Béla Balázs,224442,0
Sophie Fiennes,112201,0
Frederick Wiseman,138006,2
Kenji Mizoguchi,97202,2
Nick Park,7314,2
David Mackay,210872,2
Sebastian Schipper,3702,0
Anatole Litvak,37361,2
Andrew V. McLaglen,51875,2
Emile Ardolino,716,2
Richard Thorpe,70862,2
Sam Firstenberg,72543,2
Phil Donahue,191570,2
Ellen Spiro,997700,0
John Ford,8500,0
John Ford,8500,0
,,
,,
Michael Rubbo,544818,0
Scott Derrickson,55499,2
Steven Soderbergh,1884,2
Steven Soderbergh,1884,2
Edward Neumeier,7722,2
Toa Fraser,73875,0
Alexander Hall,99667,2
Elia Kazan,2746,2
Fielder Cook,165752,2
Alfredo De Villa,86378,2
George Waggner,30129,2
Joseph Pevney,15705,2
Yeşim Ustaoğlu,145491,0
John Patrick Shanley,26095,2
Kwak Jae-yong,63429,0
Phillip Badger,96042,0
Clint Eastwood,190,2
Ron Howard,6159,2
Stephen Daldry,468,2
Phil Karlson,29907,2
Aditya Chopra,35771,0
Marc F. Adler,86295,2
Jason Maurer,86296,2
Alfred Lot,72253,0
Alex van Warmerdam,27875,2
Masahiro Andô,107045,0
Philippe Claudel,54273,0
Lodewijk Crijns,1026383,0
Gabriele Muccino,20646,2
J.P. Howell,1270108,0
Sandor Stern,46000,2
Vladan Nikolić,937247,0
George Cukor,14674,0
Edward H. Griffith,253066,2
Yevgeni Sherstobitov,128308,0
Darren Aronofsky,6431,2
Mick Jackson,8843,2
Roy Del Ruth,94218,2
William Nigh,89226,0
Ching Siu-Tung,67259,0
Frank Capra,2662,0
Anatole Litvak,37361,2
Frank Capra,2662,0
Anthony Veiller,67447,2
Pascal Bonitzer,64750,0
John Rawlins,97015,2
Tod Browning,1496,2
Frank Capra,2662,0
Anatole Litvak,37361,2
George Stevens,18738,2
Wang Quan'an,27073,0
Paul Wendkos,73150,2
Lee H. Katzin,19101,2
David Fincher,7467,2
Frank Capra,2662,0
Anatole Litvak,37361,2
Peyton Reed,59026,2
Alan Spencer,253241,0
Jacques Sarasin,1168004,0
Bryan Singer,9032,2
Craig Lucas,26488,2
,,
Makoto Shinkai,74091,2
David Michael Latt,30053,2
C. Thomas Howell,2878,2
Oren Jacoby,139825,0
Charles T. Kanganis,36147,2
Zdravko Šotra,144632,0
Irving Cummings,129422,2
Edwin L. Marin,78053,2
,,
Nic Balthazar,51470,0
Ben Rock,76541,2
Tod Harrison Williams,575743,0
Jens Jonsson,129438,0
James Ivory,54441,2
Adam Shankman,20739,2
W.S. Van Dyke,32427,2
Sean McGinly,81199,2
Clark Gregg,9048,2
Sam Mendes,39,2
Paul Weiland,66548,2
Richard Boden,170258,2
Erik Van Looy,82418,2
S.R. Bindler,75882,0
Kenneth Glenaan,121614,2
Randall Miller,77121,2
Kurt Kuenne,80207,2
Nick Moore,3310,2
William Cameron Menzies,11489,2
Marcel Varnel,231085,2
Edward Zwick,9181,2
Peter Joseph,74257,2
Fred C. Newmeyer,143385,0
Sam Taylor,143561,2
David Frankel,5065,2
Eric Guirado,53427,2
Jack Bernhard,85495,2
JP Siili,108481,2
Robert Harmon,57895,2
Ruben Östlund,56370,2
Hayao Miyazaki,608,2
Hal Roach,33223,2
Hal Roach,33223,2
Fred C. Newmeyer,143385,0
Burt Kennedy,18579,2
Jean-Luc Godard,3776,2
Claude Chabrol,19069,0
Éric Rohmer,28615,2
Jean-Daniel Pollet,237653,0
Jean Rouch,238960,2
Jean Douchet,260837,0
Nick Bicanic,1188445,0
Jason Bourque,88040,2
William Dieterle,49214,0
Jon Knautz,80006,0
Laurent de Bartillat,229566,0
Lloyd Kaufman,78021,2
JP Siili,108481,2
Lewis Milestone,2000,0
David Lowell Rich,40187,2
Andrucha Waddington,237884,0
Robert Lieberman,27146,2
Bill Berry,63264,0
Richard Wilson,96159,2
Cedric Sundstrom,93923,2
Kelly Reichardt,56383,1
Matthew O'Callaghan,61290,2
Todd Wilderman,74948,2
Joel Hopkins,81256,2
Stuart Heisler,81285,2
Wilson Yip,63571,2
Steven Ford,9258,2
Charles Band,19707,2
Ted Nicolaou,45989,2
John Carl Buechler,64722,2
Peter Manoogian,103569,2
Rosemarie Turko,104970,0
David Allen,187067,0
Neal Sundstrom,140286,0
David Yates,11343,2
Ringo Lam,26767,2
Don Siegel,14773,2
Edet Belzberg,144422,0
Benito Zambrano,141967,2
Frank Capra,2662,0
Anatole Litvak,37361,2
Rodrigo García,77162,2
Robert Stevenhagen,64152,0
Sam Fell,58897,2
Gary Winick,17046,2
Matt Vancil,114109,0
Jean-François Richet,58324,0
Patrick Lussier,27226,0
Yôichi Sai,226920,0
Nicolas Roeg,14132,2
Robert Rossen,14875,2
Ilya Chaiken,1445413,0
Steven de Jong,84827,0
Stuart Townsend,56778,2
Oktay Ortabasi,937392,0
Frederick Wiseman,138006,2
Frederick Wiseman,138006,2
Nacho Vigalondo,118303,2
Pitof,4586,2
Abdellatif Kechiche,17458,2
Campbell Scott,55152,2
Eric Simonson,203953,0
Susan Dynner,116096,0
Magdalena Piekorz,574068,1
Jasmila Zbanic,4634,1
Patrick Tatopoulos,3964,2
Iain Softley,1978,2
Andrew V. McLaglen,51875,2
Ray Enright,34751,2
Frank Capra,2662,0
Anatole Litvak,37361,2
Jeff Garlin,60074,2
Edvins Snore,137551,2
Jag Mundhra,42205,2
Rob Schmidt,60243,0
Roland Mesa,117662,0
Steve Zacharias,68032,0
Benjamin Stoloff,89932,0
Al Pacino,1158,2
Robert Cary,119367,2
John Glenn,75823,2
Joseph Sargent,15663,2
Rintaro,58159,2
Steve Carr,52112,2
"George Tillman, Jr.",66121,2
David S. Goyer,3893,2
Olly Blackburn,74436,2
Anno Saul,20605,2
Darren Grant,77441,0
Jean Negulesco,19606,2
Darren Lynn Bousman,2675,2
Anne Wheeler,97773,1
Charles Guard,81201,2
Thomas Guard,223886,2
Blutch,79541,2
Charles Burns,79542,0
Marie Caillou,79543,0
Pierre Di Sciullo,79544,0
Lorenzo Mattotti,79545,0
Richard McGuire,79546,0
Jack Sholder,62020,2
,,
Călin Peter Netzer,1137536,2
Brian King,63928,0
Tenny Wright,1021804,0
Silvio Narizzano,146225,2
Jukka-Pekka Valkeapää,225014,0
Matti Grönberg,88912,0
Arto Halonen,236959,0
Howard McCain,65525,2
Leo McCarey,30008,2
Rudolph Maté,11593,2
Michael Feifer,64278,2
Stuart Heisler,81285,2
Sergio Véjar,956123,2
Paul Gross,84021,2
Werner Herzog,6818,2
Abel Ferrara,39104,2
Laurie Weltz,1292455,0
Delmer Daves,76981,2
Nunnally Johnson,8501,2
Olli Saarela,141978,0
Toby Wilkins,82939,0
Mick Jackson,8843,2
James Watkins,63306,0
Paul Sen,1047318,0
Henry Selick,57646,2
Don Sharp,101528,2
Emile de Antonio,106239,0
Prachya Pinkaew,57214,2
JP Siili,108481,2
Ted Nicolaou,45989,2
Rupert Wyatt,77357,0
Paul McGuigan,2291,0
Tom Tykwer,1071,2
James Gray,20561,2
Ken Kwapis,29009,0
Baltasar Kormákur,67813,2
Stephen Herek,18356,2
Ere Kokkonen,116155,2
John Farrow,50300,2
Jacques Tourneur,10146,2
Steven Schachter,80548,2
John Cassavetes,11147,2
Budd Boetticher,18574,2
D.W. Griffith,100036,2
Nikos Nikolaidis,17582,2
Małgorzata Szumowska,932317,0
Peter Avanzino,74052,0
Yavuz Turgul,109445,2
Thor Freudenthal,109857,2
Barry Shear,49063,2
Xavier Gens,18184,2
Hiroshi Saitô,218873,0
Nadia Conners,39647,1
Leila Conners,39648,0
Maciej Ślesicki,1104819,0
Dennis Lee,52606,2
Fuminori Kizaki,77177,0
Hou Hsiao-hsien,64992,2
Nagisa Ōshima,46230,2
Dennis Hopper,2778,2
Mahamat-Saleh Haroun,226553,0
Gale Edwards,139725,0
Charles Band,19707,2
Tage Danielsson,3849,0
Yojiro Takita,76936,2
Ross Katz,1777,0
Hesham Issawi,446988,0
Bruce Campbell,11357,2
Michael Schroeder,77947,2
Patrick Keiller,558007,0
John Carter,1741919,2
Frederic Golchan,68125,0
Markku Pölönen,114678,0
Jessica Yu,19509,1
Judd Apatow,41039,2
Hannes Stöhr,10230,2
Richard Crudo,21588,2
Pieter Verhoeff,46466,2
Michael Winner,19244,2
Yves Simoneau,74566,2
Nicholas Ray,2765,0
Pekka Mandart,222142,2
Alex Turner,83857,2
Cassandra Nicolaou,545261,0
Bryan Goeres,88026,2
Jeff Balis,150208,0
Roel Reiné,97555,2
Michael Keusch,55161,2
Rudolph Maté,11593,2
Lukas Moodysson,11037,2
Dan Eckman,120572,2
Dick Maas,21440,2
Feng Xiaogang,1287732,0
Joseph M. Newman,12327,2
Phil Whitman,115458,2
Andrzej Bartkowiak,10765,2
Don E. FauntLeRoy,56353,2
Detlev Buck,5844,2
Tyler Perry,80602,2
John Ford,8500,0
Sam Mendes,39,2
Phil Karlson,29907,2
Michael Curtiz,4109,0
Mimi Leder,51984,1
Chad Lowe,21549,2
Michelangelo Antonioni,15189,2
George Seaton,24939,2
Paolo Sorrentino,56194,2
Larisa Shepitko,143285,1
Cédric Klapisch,17520,2
Alfredo De Villa,86378,2
Marcus Nispel,29922,2
Kim Jee-woon,543568,0
Sheldon Wilson,77362,2
Harald Zwart,21981,2
Stacy Peralta,4319,2
Uwe Boll,23799,2
Walter Söderlund,121415,0
Geoffrey Smith,553281,0
Marion Vernoux,24560,1
Naomi Kawase,20658,1
Alexander Korda,2490,2
Dane Cannon,932957,2
Marcel Pagnol,38393,0
Ernie Barbarash,5917,0
Charlie Nguyễn,91376,2
Jan Troell,27014,2
Lukasz Karwowski,591417,0
Michael Keusch,55161,2
Michael Keusch,55161,2
Bob Weinstein,1307,2
Harvey Weinstein,59839,2
Gary Goldman,12881,2
Don Bluth,40345,2
Hiroshi Ishikawa,237079,0
Roger Cardinal,937775,0
Joss Whedon,12891,2
Don E. FauntLeRoy,56353,2
Paul Andrew Williams,80384,2
Jean-Pierre Melville,3831,2
Marc Allégret,238954,2
Lee Friedlander,994163,0
Charles Barton,30099,2
Vincent Sherman,19528,2
Caroline Suh,1055512,0
Robert Day,40599,2
Vic Armstrong,15358,2
Steve Miner,58712,2
John Hamburg,17871,2
Don Siegel,14773,2
Peter Ustinov,14501,2
John Farrow,50300,2
Andy Robin,44117,2
Gregg Kavet,52864,2
Josef von Sternberg,2891,2
Gregg Bishop,144232,2
Peter Cornwell,63303,2
Dave Edwards,999545,0
Tony Gilroy,19242,2
Alex Proyas,21085,2
Ryan Fleck,53068,2
Anna Boden,53069,1
Takashi Miike,17282,0
,,
Tony Jaa,57207,2
Panna Rittikrai,57274,2
Niels Arden Oplev,19346,2
Ray Cameron,1189128,0
Christine Jeffs,74152,1
Raman Hui,12099,0
Roy Huggins,43777,2
John M. Stahl,82171,2
Ryszard Zatorski,589507,0
Andrzej Celinski,412092,0
Hanna Polak,412977,0
Anthony Hickox,48965,2
Naoyuki Tomomatsu,80762,0
Jeff Buhler,67358,0
Lewis Allen,93975,2
Greg Marcks,57125,2
Jan Jakub Kolski,587971,0
Eric Amadio,83048,2
Andrzej Żuławski,32082,2
Vikram Kumar,85598,0
Conrad Vernon,12080,2
Rob Letterman,65630,0
Olivier Assayas,21678,2
Cristian Nemescu,1037092,0
Franck Mancuso,52343,0
Nina Paley,86523,1
Thom Eberhardt,68381,2
David DeFalco,112914,2
Mervyn LeRoy,9054,2
Roman Zaluski,32689,0
Werner Herzog,6818,2
Uli Edel,15868,0
Rob Schneider,60949,2
Megan Simpson Huberman,1203482,0
Robert N. Bradbury,88648,2
Ondi Timoner,19416,1
Joel Viertel,1004171,2
Rod Lurie,21526,2
Nash Edgerton,75131,0
Scott L. Flynn,1137217,0
Sacha Gervasi,8686,2
Anthony Mann,40199,2
Stephen Roberts,99346,2
Jody Hill,54710,2
Sidney Franklin,42060,2
George Abbott,2004,2
Rudolph Maté,11593,2
Greg Mottola,54733,2
Jerzy Hoffman,113601,2
Ed Blum,84929,0
Mary Stuart Masterson,31140,1
P.J. Hogan,3045,2
Elissa Down,55898,0
Seth Grossman,87438,2
Götz Spielmann,100134,2
Christopher Menaul,68774,2
Val Guest,39853,2
Tinto Brass,58021,2
Neil Burger,17329,2
Auli Mantila,223066,0
Tomasz Konecki,122670,0
Andrzej Saramonowicz,122671,0
Scarlet Pimpernel,1347099,0
Markku Pölönen,114678,0
James Wong,57134,2
Frederick Stephani,33364,2
Ray Taylor,33377,0
John Shiban,29924,2
María Ripoll,939153,0
Ray Enright,34751,2
Henry Levin,39743,2
Stefan Marc,1725998,0
Clyde Bruckman,10517,2
W.C. Fields,13954,2
Otto Preminger,834,2
Walter Lang,80570,2
Armand Lohikoski,232313,0
Nathan H. Juran,44878,0
Mike Mendez,73409,2
Adam Mason,62342,2
Simon Boyes,118901,0
Juliusz Machulski,107639,2
Justin Lin,58189,0
F.W. Murnau,9076,2
John Brahm,19396,2
Akira Kurosawa,5026,2
Akira Kurosawa,5026,2
Jean-Claude Brisseau,83046,2
Todd Haynes,16863,2
Paul Aaron,564872,2
Damian Harris,42301,2
Armando Iannucci,88926,2
Sam Dunn,84110,2
,,
Brian Goodman,80978,2
Walter Salles,8574,2
Daniela Thomas,21771,1
André De Toth,81799,0
John Sturges,14520,2
Budd Boetticher,18574,2
Richard Curtis,7018,2
,,
Emeric Pressburger,37846,2
Michael Powell,68424,2
Dez Vylenz,1135789,0
Burr Steers,58552,0
Dan Wolman,139107,0
Enzo Barboni,56033,0
Quentin Tarantino,138,2
Kevin Macdonald,17350,2
Raoul Walsh,8823,2
S. Sylvan Simon,117773,2
Sergio Cabrera,61710,2
Sergei M. Eisenstein,9603,2
Jacques Meny,980235,0
Robert N. Bradbury,88648,2
Nacer Khemir,134101,0
Tom Hooper,70500,2
Matthiew Klinck,1035696,2
Brian Taylor,20192,2
Mark Neveldine,20193,2
Roscoe 'Fatty' Arbuckle,89602,2
Frank Capra,2662,0
Giulio Base,93723,2
Juliusz Machulski,107639,2
Felix E. Feist,103910,2
Duncan Jones,81850,2
,,
Paul Marcus,129694,2
C.B. Rubin,1055201,0
Jack Conway,82413,2
Raj Kumar Gupta,230437,0
Lukas Moodysson,11037,2
Maria Speth,45133,0
Jean-Marc Vallée,69371,2
Shôhei Imamura,20025,0
Paul Crowder,4339,2
Murray Lerner,118441,0
Parris Patton,931600,2
Gregor Jordan,57030,2
Min Kyu-dong,150150,2
Gavin Hood,13079,2
Steven Soderbergh,1884,2
Satoshi Miki,128476,2
Lewis D. Collins,148620,2
Godfrey Cheshire,1072285,2
Jon Hart,1184485,0
Mathew Kaufman,1184486,0
Cary Fukunaga,87257,2
Jerry Aronson,1167349,2
J.J. Abrams,15344,2
Daniel Waters,5128,2
Phil Rosen,103931,2
Derick Martini,33349,2
Sean McGinly,81199,2
Ivan Vyrypaev,1181874,0
Doris Dörrie,18969,1
Robert N. Bradbury,88648,2
Steno,67924,2
Duane Clark,83706,0
Philip Spink,105746,0
John Woo,11401,2
Oskari Pastila,1138117,0
Tudor Giurgiu,1030521,0
Anne Fontaine,48583,1
Petri Kotwica,93002,0
Jay Lowi,81272,2
,,
Tadeusz Chmielewski,80170,2
Chris Fisher,65817,2
Alastair Fothergill,67589,2
Mark Linfield,67590,2
Armand Schaefer,90070,2
Jan Harlan,5016,2
William A. Seiter,108987,2
Roman Załuski,1537022,0
Edward Anderson,135426,2
Wayne Kramer,19000,2
Ron Howard,6159,2
Dave Foley,21290,0
Sergio Garrone,107276,0
Mack V. Wright,88718,2
Danny Draven,63198,0
Paris Leonti,227333,0
Michael Winner,19244,2
Danny Leiner,56591,2
Kirby Dick,112588,2
Jerry Schatzberg,98199,2
Guy Hamilton,9915,2
Robert Sparr,160444,2
Timothy Linh Bui,145627,2
Josef von Sternberg,2891,2
Kyle Newman,74623,2
Ted Kotcheff,16544,2
Neal Israel,57359,2
Bill Guttentag,87091,2
Michael Keaton,2232,2
Howard Alk,927798,0
Sharon Maguire,9158,1
Christophe Honoré,76910,2
Stephen Belber,87672,2
McG,36425,2
Shawn Levy,17825,2
Asger Leth,72344,0
Doris Dörrie,18969,1
Tom Gustafson,84618,0
James D. Stern,52159,2
Adam Del Deo,62795,2
Phil Claydon,82822,2
Rian Johnson,67367,2
André De Toth,81799,0
Raoul Walsh,8823,2
Ray Enright,34751,2
Marco Bellocchio,105866,2
Jan Batory,587204,0
Sylwester Checinski,8721,0
Gerard Zalewski,16323,0
Andrzej Herman,8723,0
Roberto Rossellini,4410,2
Chantal Akerman,130030,1
Emmanuel Mouret,65569,0
Eric Lartigau,85340,0
Andrew L. Stone,40054,2
Tom O'Horgan,122452,0
Robert Day,40599,2
Roland West,94771,2
Ramin Bahrani,45730,0
Fernando Di Leo,49892,0
Éric Rohmer,28615,2
Fritz Lang,68,2
Archie Mayo,81165,2
David Elliot,34672,2
Tomm Coker,77270,2
Joe Wright,36588,2
Dennis Iliadis,94108,2
Artur Więcek,1519411,0
Hideaki Anno,77921,2
Kazuya Tsurumaki,77923,2
Masayuki,77926,0
Sam Raimi,7623,2
Pete Docter,12890,2
Yasujirō Ozu,95501,0
Seiji Mizushima,83923,0
